"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","code","kind","sex","age","education","live_SQ001","live_SQ002","live_SQ003","live_SQ004","live_SQ005","live_SQ006","live_SQ007","live_SQ008","live_SQ009","live_SQ010","live_other","kids","nkids","econsit","needs_housing","needs_basic","needs_entertainment","needs_cultural","needs_education","importance_proffesional","importance_scientific","importance_workstab","importance_helping","importance_wealth","importance_socprestige","importance_identifiability","frequency_excursion","frequency_cinema","frequency_theater","frequency_tavern","frequency_friends","frequency_culturalevent","frequency_museum","frequency_library","Q1","Q2","Q3","Q4","Q5","Q6","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","G3Q00001","experience","time","EI_EM01","EI_EM02","EI_EE03","EI_SC04","EI_WB05","EI_SO06","EI_SC07","EI_EM08","EI_WB09","EI_SO10","EI_SO11","EI_WB12","EI_EM13","EI_EE14","EI_SC15","EI_EM16","EI_EM17","EI_EE18","EI_SC19","EI_WB20","EI_SO21","EI_SC22","EI_EM23","EI_WB24","EI_SO25","EI_SO26","EI_WB27","EI_EM28","EI_EE29","EI_SC30","Burnout_EE1","Burnout_EE2","Burnout_EE3","Burnout_PA4","Burnout_CY5","Burnout_EE6","Burnout_PA7","Burnout_EE8","Burnout_PA9","Burnout_CY10","Burnout_CY11","Burnout_PA12","Burnout_EE13","Burnout_EE14","Burnout_CY15","Burnout_EE16","Burnout_PA17","Burnout_PA18","Burnout_PA19","Burnout_EE20","Burnout_PA21","Burnout_CY22","Satisfaction_intrinsic01","Satisfaction_intrinsic02","Satisfaction_intrinsic03","Satisfaction_intrinsic04","Satisfaction_extrinsic05","Satisfaction_extrinsic06","Satisfaction_intrinsic07","Satisfaction_intrinsic08","Satisfaction_intrinsic09","Satisfaction_intrinsic10","Satisfaction_intrinsic11","Satisfaction_extrinsic12","Satisfaction_extrinsic13","Satisfaction_extrinsic14","Satisfaction_intrinsic15","Satisfaction_intrinsic16","Satisfaction_general17","Satisfaction_general18","Satisfaction_extrinsic19","Satisfaction_intrinsic20","engagement_VI1","engagement_DE1","engagement_AB1","engagement_VI2","engagement_DE2","engagement_AB2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_VI4","engagement_DE5","engagement_AB5","engagement_VI5","engagement_AB6","engagement_VI6","X157","soclass","burnout.EE.sc","burnout.PA.sc","burnout.CY.sc","burnout.sc","burnout.EE.sc.irt","burnout.PA.sc.irt","burnout.CY.sc.irt","burnout.score","burnout.F1.score","burnout.F2.score","burnout.F3.score","burnout.F4.score","EI.sc","EI.wellbeing.sc","EI.selfcontrol.sc","EI.emotionality.sc","EI.sociability.sc","EI.wellbeing.sc.irt","EI.selfcontrol.sc.irt","EI.emotionality.sc.irt","EI.sociability.sc.irt","ei.score","ei.F1.score","ei.F2.score","ei.F3.score","ei.F4.score","ei.F5.score","satisfaction.sc","satisfaction.intrinsic.sc","satisfaction.extrinsic.sc","satisfaction.general.sc","satisfaction.intrinsic.sc.irt","satisfaction.extrinsic.sc.irt","satisfaction.general.sc.irt","satisfaction.score","satisfaction.F1.score","satisfaction.F2.score","satisfaction.F3.score","engagement.sc","engagement.vigor.sc","engagement.dedication.sc","engagement.absorption.sc","engagement.score","engagement.F1.score","engagement.F2.score","engagement.F3.score","engagement.vigor.sc.irt","engagement.dedication.sc.irt","engagement.absorption.sc.irt"
1312,2019-12-14 02:44:54,4,"el","902152993",2019-12-14 02:23:05,2019-12-14 02:44:54,"94.64.111.69",1066058,"A2","M","20-24","A5",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",4,4,4,4,4,4,5,4,5,5,5,4,3,4,5,1,5,5,2,2,1,"A1","A3","A1","A4","N","A1","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A6","A1","A3","SQ007","SQ004","SQ005","SQ004","SQ002","SQ005","SQ003","SQ007","SQ004","SQ006","SQ006","SQ001","SQ003","SQ005","SQ002","SQ006","SQ006","SQ002","SQ006","SQ005","SQ007","SQ006","SQ005","SQ005","SQ001","SQ006","SQ005","SQ003","SQ006","SQ005","SQ006","SQ006","SQ001","SQ007","SQ001","SQ006","SQ006","SQ001","SQ006","SQ007","SQ006","SQ003","SQ005","SQ003","SQ007","SQ004","SQ006","SQ006","SQ005","SQ003","SQ003","SQ007","A4","A3","A1","A3","A3","A4","A1","A2","A1","A4","A2","A4","A4","A1","A2","A3","A2","A4","A2","A2","A5","A6","A3","A7","A3","A6","A6","A7","A5","A5","A4","A1","A5","A6","A4","A4","A7",NA,NA,2.88888888888889,4.25,4.6,2.86363636363636,0.545902020635719,0.193090067716382,0.639583778619507,0.771155614120823,0.806909932284439,0.415276157259938,0.667002135365698,0.639583778619547,4.66666666666667,5.33333333333333,4,4.375,4.83333333333333,0.481385963017292,0.367264827136961,0.187950122021889,0.500158790014544,0.346907536918468,0.450950953418127,0.37438060152676,0.706555048167581,0.0834319004614793,0.524811953455384,88,4.66666666666667,4,4,0.40643677811457,0.26373355748324,0.17414753657606,0.355207400595559,0.489261308853159,0.110485181333768,0.108145797186197,67,4.16666666666667,4,3.66666666666667,0.565752864732913,0.730938944246383,0.105294779744104,0.526208009473477,0.613737851536512,0.490771424618886,0.509668738752106
1313,2019-12-14 02:56:14,4,"el","237432425",2019-12-14 02:23:12,2019-12-14 02:56:14,"94.64.111.69",1066058,"A2","M","20-24","A5",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",3,4,4,4,4,4,5,5,5,3,5,4,4,2,3,2,3,5,2,2,2,"A1","A3","A4","A3","N","A3","{question_not_shown}","Νόθα εργατική τάξη ή Εργατική τάξη (γκρίζα ζώνη)","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A8","A1","A3","SQ004","SQ003","SQ004","SQ004","SQ004","SQ004","SQ005","SQ005","SQ004","SQ005","SQ004","SQ005","SQ004","SQ006","SQ003","SQ003","SQ004","SQ004","SQ006","SQ003","SQ005","SQ004","SQ004","SQ003","SQ005","SQ004","SQ003","SQ004","SQ002","SQ005","SQ001","SQ005","SQ005","SQ006","SQ007","SQ003","SQ001","SQ003","SQ007","SQ007","SQ005","SQ001","SQ003","SQ006","SQ001","SQ001","SQ003","SQ006","SQ001","SQ004","SQ003","SQ001","A1","A5","A3","A3","A3","A3","A3","A4","A2","A3","A3","A3","A4","A5","A4","A2","A2","A2","A2","A3","A4","A4","A4","A4","A3","A4","A2","A3","A6","A6","A5","A5","A5","A3","A5","A4","A5",NA,"04.Εργατική Τάξη",2.44444444444444,2.5,3.2,3,0.511929560956215,0.641072654369982,0.471259796410514,0.27628771806025,0.358927345631172,0.63669631454427,0.320865504674022,0.471259796410906,3.76666666666667,3.33333333333333,4.16666666666667,4.125,3.83333333333333,0.0495908523684972,0.393975247288505,0.250457877869135,0.289350531527993,0.172766121897466,0.0677096427080282,0.338488574175528,0.273801900044255,0.215598366514674,0.400356094471712,80,4,3.66666666666667,5,0.0842101512188646,0.18229468701169,0.516805397920744,0.125187799450529,0.0800509386008519,0.32269362038945,0.248710608841538,55,3.33333333333333,3,3.33333333333333,0.214620317807745,0.0877419982029702,0.266538005507075,0.476700488505851,0.237668972086192,0.107309363929938,0.376003724053526
1315,2019-12-14 11:22:54,4,"el","522225930",2019-12-14 11:08:26,2019-12-14 11:22:54,"79.167.200.8",1046659,"A2","F","30-34","A6",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",3,3,4,3,3,3,3,3,5,4,3,3,3,3,2,3,3,4,3,2,2,"A1","A4","A7","A3","N","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A3","A3","SQ005","SQ002","SQ005","SQ003","SQ002","SQ003","SQ003","SQ002","SQ004","SQ002","SQ004","SQ002","SQ003","SQ002","SQ005","SQ003","SQ005","SQ002","SQ005","SQ005","SQ004","SQ003","SQ004","SQ005","SQ002","SQ003","SQ005","SQ004","SQ005","SQ005","SQ001","SQ002","SQ001","SQ002","SQ002","SQ002","SQ004","SQ002","SQ003","SQ002","SQ002","SQ001","SQ002","SQ002","SQ002","SQ003","SQ006","SQ003","SQ003","SQ001","SQ004","SQ002","A3","A3","A2","A3","A2","A2","A2","A2","A2","A3","A3","A2","A2","A3","A2","A2","A2","A2","A2","A3","A4","A4","A3","A5","A5","A2","A4","A4","A3","A4","A2","A3","A3","A4","A3","A3","A5",NA,"04.Εργατική Τάξη",0.777777777777778,2.25,1,1.90909090909091,0.228306037693718,0.706886362177675,0.148855413549597,0.0581049696091951,0.293113637823059,0.159517894111748,0.17501713877926,0.148855413549603,5.03333333333333,5.16666666666667,5,5,4.66666666666667,0.437680388138148,0.544715456817764,0.427285118242446,0.408262046167499,0.448199120066071,0.497487318462812,0.656118837891007,0.317242099883034,0.476883774452187,0.647966849064917,93,4.5,4.83333333333333,5,0.301345534381816,0.636435714285571,0.516805397920744,0.389131074648276,0.300725237685461,0.707182440768347,0.248710608841528,44,3,3,1.83333333333333,0.139320919984358,0.204779703838145,0.0671569897729822,0.0542063879502976,0.182211661719762,0.158282839962239,0.0945221863206216
1316,2019-12-14 11:32:28,4,"el","2019627010",2019-12-14 11:23:32,2019-12-14 11:32:28,"79.167.200.8",1046659,"A2","F","25-29","A6",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"N","{question_not_shown}",3,4,4,4,3,3,4,3,5,4,4,4,3,3,3,3,3,4,4,2,2,"A1","A4","A7","A3","Y","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A18","A2","A3","SQ006","SQ004","SQ004","SQ003","SQ003","SQ004","SQ004","SQ002","SQ004","SQ003","SQ004","SQ002","SQ004","SQ004","SQ004","SQ004","SQ003","SQ003","SQ005","SQ006","SQ005","SQ003","SQ003","SQ005","SQ003","SQ004","SQ006","SQ003","SQ003","SQ006","SQ001","SQ002","SQ001","SQ002","SQ002","SQ003","SQ003","SQ001","SQ003","SQ002","SQ001","SQ004","SQ002","SQ003","SQ003","SQ001","SQ004","SQ003","SQ001","SQ001","SQ005","SQ002","A2","A2","A3","A3","A2","A2","A3","A2","A3","A3","A3","A2","A3","A3","A3","A3","A2","A2","A3","A3","A4","A3","A3","A4","A4","A2","A3","A4","A3","A3","A3","A3","A3","A4","A3","A2","A4",NA,"05.Νέα Μικροαστική Τάξη",0.666666666666667,2.125,1,1.90909090909091,0.215237590652776,0.744829026172811,0.15232324413447,0.0528807032399576,0.255170973828224,0.170364073173388,0.17501713877926,0.152323244134468,4.63333333333333,5.33333333333333,4.83333333333333,4.375,4.5,0.515242331127842,0.498216091530556,0.313317095879199,0.403143501544589,0.365190259453976,0.459887831509899,0.552164725894216,0.386946855356401,0.365553222489476,0.190025446380838,88,4.25,4.5,5,0.163310297604475,0.515972861056429,0.516805397920744,0.254294059207382,0.13217271191335,0.656341843203398,0.451282807812599,38,2.66666666666667,2.2,1.83333333333333,0.0741661877837862,0.0777896547344196,0.0465812348017608,0.0613325127517032,0.111691855761273,0.032820601402409,0.0994846614371079
1318,2019-12-14 13:45:23,4,"el","2039528331",2019-12-14 13:25:19,2019-12-14 13:45:23,"37.6.188.40",1066058,"A2","F","45-49","A6","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,3,5,4,3,4,3,4,5,3,2,2,2,4,2,2,3,2,2,2,2,"A1","A4","A1","A3","Y","A5","Κατώτερη μισθωτή βαθμίδα","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A19","A4","A3","SQ005","SQ003","SQ003","SQ005","SQ003","SQ005","SQ002","SQ005","SQ004","SQ005","SQ004","SQ001","SQ003","SQ004","SQ007","SQ003","SQ006","SQ004","SQ006","SQ006","SQ006","SQ003","SQ004","SQ007","SQ005","SQ004","SQ006","SQ003","SQ003","SQ003","SQ001","SQ001","SQ001","SQ005","SQ005","SQ001","SQ005","SQ004","SQ004","SQ007","SQ001","SQ005","SQ007","SQ001","SQ007","SQ004","SQ001","SQ002","SQ005","SQ007","SQ005","SQ001","A1","A1","A2","A3","A2","A5","A2","A1","A2","A2","A3","A4","A2","A4","A2","A2","A1","A2","A3","A1","A5","A7","A6","A6","A7","A7","A5","A6","A6","A7","A3","A6","A6","A6","A6","A3","A7",NA,"01.Κατώτερη μισθωτή βαθμίδα",2,3,3.2,2.63636363636364,0.381742901484133,0.527852700481723,0.496338891671728,0.263040128947848,0.472147299520375,0.149745986049336,0.64268073048426,0.496338891672552,4.73333333333333,5.83333333333333,5,4.75,4.16666666666667,0.677937142488909,0.577948909920391,0.361110542850971,0.379177458808313,0.400033920958707,0.603115535445869,0.545979101540029,0.356638550393389,0.276588274316626,0.647966849064537,95,5.16666666666667,3.66666666666667,5.5,0.557634828492354,0.169024970359301,0.693318022740867,0.440003399956339,0.415092559071112,0.371112262731607,0.790209815600636,82,5,5.4,4.16666666666667,0.839604351708682,0.905806635045078,0.658018838585677,0.38917923382819,0.832922658961884,0.914963463221562,0.623631196176355
1319,2019-12-14 13:55:11,4,"el","534490458",2019-12-14 13:42:20,2019-12-14 13:55:11,"94.64.111.69",1066058,"A2","M","25-29","A7",NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"N","{question_not_shown}",3,4,3,3,3,4,5,4,5,5,5,4,4,3,5,1,5,5,3,2,1,"A1","A4","A6","A4","N","A2","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A1","A2","A2","SQ001","SQ001","SQ006","SQ001","SQ002","SQ004","SQ006","SQ004","SQ006","SQ002","SQ006","SQ001","SQ001","SQ001","SQ005","SQ001","SQ006","SQ001","SQ003","SQ006","SQ004","SQ007","SQ002","SQ006","SQ001","SQ002","SQ006","SQ001","SQ007","SQ005","SQ007","SQ001","SQ007","SQ005","SQ007","SQ003","SQ006","SQ001","SQ005","SQ007","SQ007","SQ006","SQ007","SQ004","SQ007","SQ007","SQ005","SQ005","SQ006","SQ007","SQ002","SQ007","A3","A2","A4","A2","A4","A3","A2","A2","A1","A2","A2","A4","A3","A3","A3","A2","A2","A4","A2","A2","A6","A5","A6","A7","A7","A1","A5","A5","A4","A6","A6","A1","A4","A6","A6","A1","A4",NA,NA,3.88888888888889,4,6,3.68181818181818,0.699938961696467,0.252403756673476,0.832253642643466,0.930666822737824,0.747596243327586,0.349502854549047,0.896995291640613,0.832253642643474,5.36666666666667,6.16666666666667,3.83333333333333,5.125,5.5,0.708381557883531,0.316380097110511,0.620005916302328,0.630752285668359,0.558034718214909,0.706181072790486,0.512000728180796,0.490714719508536,0.723603339838052,0.848349025498726,88,4.75,3.83333333333333,4,0.416606768957612,0.20202601212881,0.17414753657606,0.326769188851418,0.415462771061563,0.128018634174932,0.248710608841528,63,3.83333333333333,4.4,3,0.562284986492149,0.818529808102863,0.176290940941813,0.133264298440602,0.539269264240427,0.671422077706731,0.356532429190745
1320,2019-12-14 14:07:19,4,"el","1783896912",2019-12-14 13:50:25,2019-12-14 14:07:19,"37.6.188.40",1066058,"A2","F","40-44","A7","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,4,4,3,3,4,4,4,5,4,4,3,3,3,3,2,3,3,3,3,3,"A1","A4","A1","A3","N","A3","Κατώτερη μισθωτή βαθμίδα","Νόθα εργατική τάξη ή Εργατική τάξη (γκρίζα ζώνη)","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A16","A3","A2","SQ002","SQ002","SQ005","SQ005","SQ003","SQ004","SQ006","SQ005","SQ006","SQ005","SQ004","SQ001","SQ004","SQ006","SQ005","SQ005","SQ005","SQ002","SQ006","SQ006","SQ004","SQ005","SQ005","SQ006","SQ004","SQ001","SQ006","SQ003","SQ005","SQ005","SQ001","SQ003","SQ001","SQ004","SQ001","SQ004","SQ005","SQ001","SQ006","SQ001","SQ001","SQ004","SQ001","SQ001","SQ001","SQ007","SQ005","SQ004","SQ005","SQ007","SQ005","SQ001","A4","A1","A1","A1","A1","A1","A1","A4","A1","A1","A1","A3","A1","A4","A2","A1","A1","A3","A2","A2","A6","A7","A6","A6","A7","A4","A6","A6","A3","A7","A3","A6","A5","A6","A6","A3","A6",NA,"02.Νόθα εργατική τάξη ή Εργατική τάξη (γκρίζα ζώνη)",1.88888888888889,3.75,0,1.59090909090909,0.334260754794678,0.324950517512488,0.0715370273739544,0.165289423300504,0.675049482488401,0.178305056123026,0.361140520942685,0.07153702737395,4.56666666666667,6,4,4.125,4.33333333333333,0.670998906188857,0.372282586511659,0.216948315337158,0.385803629117797,0.367481296453124,0.623589363895735,0.204788992038045,0.356035539990769,0.237878214768841,0.647966849064917,104,5.33333333333333,5,5,0.706544252990779,0.691742198256834,0.516805397920744,0.667739413565288,0.744657670047686,0.816701020675386,0.0130818944622595,76,5,5.4,3.16666666666667,0.789507575416397,0.936599004148831,0.593326693192028,0.176265317088801,0.859558499080462,0.93077347981377,0.355742751971608
1323,2019-12-14 14:28:06,4,"el","710800594",2019-12-14 14:15:08,2019-12-14 14:28:06,"89.210.9.95",1070444,"A2","F","30-34","A8","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A4",4,5,5,5,4,5,5,5,5,5,5,5,3,3,4,2,4,5,4,5,3,"A1","A1","A7","A3","Y","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Καπιταλιστική τάξη","A19","A2","A2","SQ004","SQ005","SQ005","SQ003","SQ003","SQ006","SQ007","SQ004","SQ004","SQ005","SQ003","SQ006","SQ006","SQ005","SQ003","SQ004","SQ004","SQ006","SQ002","SQ004","SQ005","SQ004","SQ004","SQ005","SQ004","SQ004","SQ003","SQ007","SQ005","SQ004","SQ002","SQ003","SQ005","SQ005","SQ005","SQ005","SQ002","SQ004","SQ003","SQ006","SQ006","SQ005","SQ003","SQ005","SQ005","SQ003","SQ005","SQ003","SQ004","SQ004","SQ005","SQ005","A3","A3","A2","A3","A1","A2","A1","A2","A3","A2","A2","A3","A2","A1","A3","A2","A2","A2","A2","A2","A5","A6","A5","A6","A6","A6","A5","A5","A4","A6","A4","A3","A7","A6","A5","A4","A5",NA,"11.Καπιταλιστική τάξη",2.77777777777778,3,4.4,3.22727272727273,0.559253855481506,0.532156936182702,0.629092938935526,0.483845005070598,0.467843063818835,0.62097715955464,0.378276018065169,0.629092938935487,3.6,3.83333333333333,3.16666666666667,3.25,4.16666666666667,0.118322779655952,0.150092695336721,0.0941910638647525,0.360436602065662,0.160443248676135,0.113190489371395,0.236992965343226,0.405188963688987,0.0981208295041678,0.190025446381144,97,4.66666666666667,5.16666666666667,5,0.384264890154304,0.744349455110158,0.516805397920744,0.495552391526424,0.456941745404405,0.703712244154465,0.248710608841528,71,3.83333333333333,5,3.83333333333333,0.663308586617602,0.819637772041779,0.218154428959693,0.526208009473477,0.471217087768046,0.814187129235722,0.547217462491715
1324,2019-12-14 15:29:32,4,"el","1234006856",2019-12-14 15:05:14,2019-12-14 15:29:32,"79.131.149.215",1066058,"A2","F","30-34","A8",NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"N","{question_not_shown}",4,5,4,4,3,4,3,4,3,5,2,2,3,4,3,2,2,5,4,1,1,"A1","A3","A6","A3","N","A2","{question_not_shown}","{question_not_shown}","Νόθα εργατική τάξη","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A18","A1","A2","SQ002","SQ002","SQ007","SQ007","SQ001","SQ003","SQ006","SQ006","SQ007","SQ005","SQ005","SQ006","SQ005","SQ005","SQ006","SQ002","SQ007","SQ002","SQ005","SQ007","SQ004","SQ002","SQ006","SQ006","SQ005","SQ003","SQ006","SQ003","SQ003","SQ001","SQ001","SQ005","SQ005","SQ005","SQ007","SQ006","SQ005","SQ002","SQ005","SQ007","SQ007","SQ005","SQ001","SQ006","SQ001","SQ005","SQ005","SQ005","SQ005","SQ007","SQ006","SQ007","A3","A2","A2","A5","A4","A4","A2","A4","A2","A3","A2","A3","A3","A3","A3","A2","A4","A4","A3","A2","A6","A6","A7","A6","A7","A6","A7","A5","A6","A7","A6","A6","A7","A7","A6","A6","A6",NA,"04.Εργατική Τάξη",3.22222222222222,4.125,4.8,3.09090909090909,0.596030019419557,0.243444626622642,0.66097955861604,0.784812625578263,0.756555373378392,0.684579226162314,0.361140520942685,0.660979558616014,4.5,5.83333333333333,3.5,4.625,3.83333333333333,0.643706395471612,0.244958775802236,0.317651328393592,0.286205363118336,0.344810977037782,0.662381728322708,0.202457674308044,0.204118411677333,0.252521538178685,0.848349025498752,80,4.33333333333333,3.66666666666667,3,0.233248113997151,0.169651053938501,0.0293253270829086,0.164535176237829,0.251392391432542,0.0682224851954874,0.0395588707034117,90,4.83333333333333,5.8,5.33333333333333,0.92413226666547,0.968031037261627,0.651057657234425,0.878858846620075,0.82276208913366,0.963490072245859,0.88279599183988
1325,2019-12-14 15:53:55,4,"el","398614003",2019-12-14 15:27:34,2019-12-14 15:53:55,"79.131.149.215",1066058,"A2","F","50-54","A7","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,5,5,4,4,4,4,5,5,5,1,3,2,3,2,2,3,3,3,2,2,"A1","A3","A1","A3","N","A5","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","Νέα Μικροαστική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A17","A7","A2","SQ006","SQ003","SQ006","SQ006","SQ001","SQ003","SQ002","SQ001","SQ007","SQ002","SQ006","SQ001","SQ002","SQ002","SQ006","SQ001","SQ005","SQ001","SQ006","SQ006","SQ006","SQ002","SQ003","SQ007","SQ002","SQ002","SQ006","SQ001","SQ006","SQ006","SQ007","SQ005","SQ005","SQ006","SQ007","SQ006","SQ006","SQ003","SQ006","SQ007","SQ001","SQ005","SQ001","SQ006","SQ007","SQ002","SQ006","SQ006","SQ006","SQ001","SQ006","SQ007","A1","A2","A2","A2","A2","A2","A2","A2","A2","A3","A2","A4","A4","A2","A2","A4","A4","A2","A2","A2","A6","A7","A7","A7","A6","A1","A7","A6","A4","A7","A3","A3","A7","A7","A7","A6","A7",NA,"05.Νέα Μικροαστική Τάξη",3,4.875,4.8,2.72727272727273,0.630778294126044,0.111205089480216,0.691448461158512,0.879015825005041,0.888794910520292,0.729278131063006,0.44992611081708,0.691448461158436,5.86666666666667,6.66666666666667,5.33333333333333,5.75,5.5,0.803400422414069,0.590990216469791,0.682874213178421,0.641483799649945,0.651787252294763,0.783944745136578,0.638237177015843,0.679902570628127,0.787252869192905,0.524811953455384,92,4.83333333333333,4.33333333333333,4,0.417339337127547,0.410885213359321,0.17414753657606,0.382303145221476,0.412140860556729,0.23101448078478,0.647762831385677,81,5,5.8,3.66666666666667,0.866830733681823,0.976666025791387,0.617350820311703,0.194609860331154,0.873297828084972,0.962008624345683,0.509612781808214
1330,2019-12-14 16:18:32,4,"el","1536890594",2019-12-14 16:00:57,2019-12-14 16:18:32,"79.131.149.215",1066058,"A2","F","55-59","A6","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","A2",4,5,5,4,4,4,4,4,5,5,1,3,3,3,2,2,3,3,2,2,2,"A1","A3","A5","A3","N","A4","{question_not_shown}","{question_not_shown}","{question_not_shown}","Εργατική Τάξη","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","{question_not_shown}","A11","A7","A3","SQ002","SQ003","SQ003","SQ002","SQ002","SQ005","SQ003","SQ005","SQ006","SQ003","SQ006","SQ002","SQ001","SQ003","SQ003","SQ001","SQ005","SQ002","SQ006","SQ006","SQ006","SQ002","SQ003","SQ006","SQ002","SQ002","SQ006","SQ002","SQ005","SQ006","SQ006","SQ006","SQ006","SQ006","SQ007","SQ006","SQ006","SQ006","SQ005","SQ007","SQ002","SQ003","SQ005","SQ006","SQ007","SQ003","SQ006","SQ005","SQ005","SQ006","SQ006","SQ001","A2","A4","A2","A2","A2","A3","A2","A2","A2","A2","A2","A4","A3","A4","A2","A4","A4","A3","A2","A2","A4","A7","A4","A4","A4","A6","A4","A3","A2","A4","A4","A3","A4","A4","A6","A6","A7",NA,"04.Εργατική Τάξη",4.55555555555556,4.25,3.8,3.36363636363636,0.837935583743827,0.207582993034372,0.595831815269334,0.909168996169679,0.792417006966469,0.889103873984281,0.780504553046216,0.595831815269332,5.3,6,5.33333333333333,4.75,5.66666666666667,0.673456383472316,0.619974593108286,0.49089280577395,0.703540458977757,0.505949075551644,0.517990427238009,0.739007354411303,0.607830260965095,0.616669656766881,0.524811953455384,87,4.66666666666667,4,3.5,0.357846558371171,0.275992645455407,0.0771204734470223,0.285408639483656,0.310629760955616,0.173925332330695,0.451282807812599,59,3.5,3.6,3.33333333333333,0.302081080880629,0.220442713307024,0.355160340765401,0.712553199295394,0.278840030183454,0.307172310986124,0.370850454947554
